land_use,management,weight,filter_attribute,condition_schedule,operation,op_data1,op_data2,op_data3
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0315) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,,fertilizer,elem_n ,broadcast,60
agrl66_lum,,,,,fertilizer,elem_p,broadcast,8
agrl66_lum,,,,,plant,oats,,
agrl66_lum,,,,"(md >= 0501) * (md <= 0515) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl66_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,oats,grain,
agrl66_lum,,,,,kill_only,oats,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0315) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,,fertilizer,elem_n ,broadcast,60
agrl66_lum,,,,,fertilizer,elem_p,broadcast,8
agrl66_lum,,,,,plant,oats,,
agrl66_lum,,,,"(md >= 0501) * (md <= 0515) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl66_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,oats,grain,
agrl66_lum,,,,,kill_only,oats,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0315) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,,fertilizer,elem_n ,broadcast,60
agrl66_lum,,,,,fertilizer,elem_p,broadcast,8
agrl66_lum,,,,,plant,oats,,
agrl66_lum,,,,"(md >= 0501) * (md <= 0515) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl66_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,oats,grain,
agrl66_lum,,,,,kill_only,oats,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl90_lum,,,,"(md >= 0310) * (md <= 0320) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",plant,fesc_mgt,,
agrl90_lum,,,,"(md >= 0615) * (md <= 0630) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,fesc_mgt,hay_cut_low,
agrl90_lum,,,,"(md >= 0901) * (md <= 0915) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,fesc_mgt,hay_cut_low,
agrl90_lum,,,,,kill_only,fesc_mgt,,
agrl90_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl90_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl90_lum,,,,,fertilizer,elem_p,broadcast,17
agrl90_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl90_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl90_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl90_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl90_lum,,,,,kill_only,barl,,
agrl90_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl90_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl90_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl90_lum,,,,,kill_only,lupn,,
agrl90_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl90_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl90_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl90_lum,,,,,kill_only,lupn,,
agrl90_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl90_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl90_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl90_lum,,,,,kill_only,lupn,,
agrl90_lum,,,,"(md >= 0310) * (md <= 0320) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",plant,fesc_mgt,,
agrl90_lum,,,,"(md >= 0615) * (md <= 0630) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,fesc_mgt,hay_cut_low,
agrl90_lum,,,,"(md >= 0901) * (md <= 0915) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,fesc_mgt,hay_cut_low,
agrl90_lum,,,,,kill_only,fesc_mgt,,
agrl90_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl90_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl90_lum,,,,,fertilizer,elem_p,broadcast,17
agrl90_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl90_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl90_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl90_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl90_lum,,,,,kill_only,barl,,
agrl90_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl90_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl90_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl90_lum,,,,,kill_only,lupn,,
agrl90_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl90_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl90_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl90_lum,,,,,kill_only,lupn,,
agrl90_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl90_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl90_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl90_lum,,,,,kill_only,lupn,,
agrl90_lum,,,,"(md >= 0310) * (md <= 0320) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",plant,fesc_mgt,,
agrl90_lum,,,,"(md >= 0615) * (md <= 0630) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,fesc_mgt,hay_cut_low,
agrl90_lum,,,,"(md >= 0901) * (md <= 0915) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,fesc_mgt,hay_cut_low,
agrl90_lum,,,,,kill_only,fesc_mgt,,
agrl90_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl90_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl90_lum,,,,,fertilizer,elem_p,broadcast,17
agrl90_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl90_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl90_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl90_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl90_lum,,,,,kill_only,barl,,
agrl90_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl90_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl90_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl90_lum,,,,,kill_only,lupn,,
agrl90_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl90_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl90_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl90_lum,,,,,kill_only,lupn,,
agrl90_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl90_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl90_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl90_lum,,,,,kill_only,lupn,,
agrl90_lum,,,,"(md >= 0310) * (md <= 0320) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",plant,fesc_mgt,,
agrl90_lum,,,,"(md >= 0615) * (md <= 0630) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,fesc_mgt,hay_cut_low,
agrl90_lum,,,,"(md >= 0901) * (md <= 0915) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,fesc_mgt,hay_cut_low,
agrl90_lum,,,,,kill_only,fesc_mgt,,
agrl90_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl90_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl90_lum,,,,,fertilizer,elem_p,broadcast,17
agrl90_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl90_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl90_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl90_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl90_lum,,,,,kill_only,barl,,
agrl90_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl90_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl90_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl90_lum,,,,,kill_only,lupn,,
agrl90_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl90_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl90_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl90_lum,,,,,kill_only,lupn,,
agrl90_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl90_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl90_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl90_lum,,,,,kill_only,lupn,,
agrl96_lum,,,,"(md >= 0301) * (md <= 0315) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl96_lum,,,,"(md >= 0315) * (md <= 0401) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n,broadcast,60
agrl96_lum,,,,,fertilizer,elem_p,broadcast,8
agrl96_lum,,,,"(md >= 0410) * (md <= 0420) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,fpea,,
agrl96_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,fpea,grain,
agrl96_lum,,,,,kill_only,fpea,,
agrl96_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl96_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl96_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl96_lum,,,,,kill_only,lupn,,
agrl96_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl96_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl96_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl96_lum,,,,,kill_only,lupn,,
agrl96_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl96_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl96_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl96_lum,,,,,kill_only,lupn,,
agrl96_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl96_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl96_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl96_lum,,,,,kill_only,lupn,,
agrl96_lum,,,,"(md >= 0301) * (md <= 0315) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl96_lum,,,,"(md >= 0315) * (md <= 0401) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n,broadcast,60
